reviewId	reviewer	reviewerLocation	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	product	source
24	F Louise Smith	Apple Valley	04/09/2021	5	My new Tens unit	Several years ago, my back surgeon at Cedars-Sinai hospital recommended I get a tens unit for chronic back pain following major surgery, which I did for many years, off and on. Then came a need recently for a flair up of pain and I dug out the old unit. It had been stored too long I guess and did not function as well. I ordered your unit, received it promptly and use it when ever I feel the need for relief! Works great, you can increase or lower the intensity easily and I am very pleased to have a very good product handy when the need for relaxation arises. It is also very handy to be able to be mobile and worn everywhere as you keep a busy schedule. You do not have to recline or be stationary to use. Love it!!!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
25	Bikk	Pa	02/09/2021	5	Tens / ems unit	Excellent product. Works great for my herniated disks. My wife uses it also for her neck. Great device. Don’t hesitate	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
26	Bill Tully	Florida	01/12/2021	5	Bill60	Excellent product, since I have received for Christmas I use it 3 - 4 times per week. It clearly helps those sore muscles heal quickly.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
27	Donna	Illinois	01/08/2021	5	Mrs	I am a nurse practitioner. This product was recommended to me by a patient with chronic back pain. It was recommended to him by his neurologist. I ordered one for my husband for his hip pain, but after trying it on my neck, I use it more than he does. The instruction book is difficult to navigate but we have figured out how to use the tens portion and it is amazing. It is well worth the investment.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
28	Ronald	Sarasota	12/27/2020	4	Mr.	Been using Tens and Ems stimulator for about a month, it does what ie says it does. I may not be using it to it fullest but at this point i'm happy with it.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
29	Shirl Hagene	Sparta	11/30/2020	5	Love it!	I love my TENS unit. It does wonders!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
30	Mary	Las Vegas	11/28/2020	5	Highly Satisfied Customer	I ordered the TENSPRO unit for myself due to my injury/post surgery and I was impressed with the fast delivery, however my product came defective and so I called and they just asked me few questions about the product and send me the replacement. I am happy with the replacement as it works perfectly fine. I ordered another TENSPRO for my mom and there was no problem at all.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
31	SJ Bryant	Idaho, USA	11/21/2020	5	Patient, former biomedical technologist	My physical therapist recommended this specific model. Well, as an old biomed tech I had to do my own homework and check out all the other models and other suppliers. Spent hours looking carefully at all the available data. Bottom line- I don't see how you could do better than this unit for basic TENS. The EMS mode is a very nice option to have as well, though I personally haven't needed it. This unit has the perfect amount of settings and options. It is well designed and efficient. My PT knew exactly how to get his patients the best device at an unbelievably low price. Would absolutely recommend this to others.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
32	Doreen	New Fairfield Ct	10/13/2020	5	Ten Pro	I have been dealing with back issues for most of my adult life. In the past 2 years things have gotten really bad. I have been to therapy, had shots , taken meds, done chiropractic care. Thie ten pro is similar to what my chiropractic uses. I love it !! It takes away pain and I feel is helping me heal.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
33	Nate	San Francisco	08/07/2020	5	Excellent	This product exceeded my expectations. My loved ones have purchased their own on the strength of its ease of use and consistent experience.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
34	DIlip Joshi	Livonia	07/23/2020	5	Mr	We are extremely satisfied with this purchase. My wife had broken her upper arm bone and while rehab helps but to get the relief from pain, she uses this machine all the time. And it works!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
35	Paul Hogan	United Kingdom	07/20/2020	5	Mr	"Excellent Rehabilitation aid for re engaging hand function after a stroke , bought the tens three for my wife , its early days yet but there is a marked improvement and she is able to flex her fingers and hold items ,
still with a week grip but its a vast improvement and thanks to the Specialist who has put instructions on YouTube , the future looks bright .
The ramp function or the rate at which the power builds up and falls is particularly good and controllable , a function not readily available on a vast number of Tens machines which generally have set programs and limited control ."	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
36	Rebekah	Ohio	07/18/2020	5	Customer	I bought this for my dad who has moderate to severe foot pain related to Type 2 Diabetes. The device has helped ease his pain and he loves it.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
37	Curtis	Albertville	07/10/2020	5	Great purchase!!!!	Absolutley love this unit!!! I am on my 3rd battery already because it stays on my back! I would recommend till anyone who is experiencing nerve pain in their back.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
38	dannielle	NM	07/07/2020	5	Business owner	Excellent products. Excellent price. Quick shipping	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
39	Robert	Oregon	06/13/2020	5	Care partner	As advertised,works great shipping was sooner than expected	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
40	Lisa Sara	Schenevus NY	06/06/2020	5	Ms.	The price was great and it's a great little unit. Shipping was quick. Totally recommended.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
41	Arpel Boyd	Greensboro	06/01/2020	5	Works surprisingly well	I was shocked it works so good .for years I've had painful leg swelling in the morning when I wake up l used tens unit on N setting for a hour a day no more swelling no more pain.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
42	Tabitha	Princeton	05/30/2020	5	Worth it	It got shipped really fast. I purchased it for my mom. She had knee surgery a few years ago and so far this product has been helpful in easing her discomfort.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
43	Deborah Martz	Sharpsburg	05/25/2020	5	None	Love this little darling. User friendly does exactly what it’s supposed to	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
44	Dee	Pittsburgh	05/14/2020	5	Great	Had problems at first until I learned how to program the machine. It has helped Greatly with reducing my muscle spasms and the pain.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
45	James Scott	Jupiter	04/10/2020	5	Mr	Great compact unit still on a learning curve but so far it's easing the pain in my side and lower back	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
46	David	Perry	04/07/2020	5	InTENSity Twin Stim III	very excellent unit, I was using a very old tens unit and it would shock you if a pad would lossen, this one shuts off if that happens, the best thing abut this one it does a thumping motion that goes up to where you set it then down and up repeatedly to the amount of time you set, I've been doing a lot strenuous work lately and I use it on my back when I get in the house, wake up in the morning no back pain. I highly recommend this unit.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
47	(Verified Buyer) Yaroslav Lashkul	Ukraine	03/30/2020	5	Great product	Does exactly what I wanted it to do, I saw no problems or downsides so far	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
48	Cyndy Welke	CA	03/01/2020	5	Adult	Very easy to use dual combination unit. Would recommend to anyone.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
49	Frederick Kotthaus	Bainbridge, Ga	02/13/2020	5	Patient	I bought this unit for the estim portion to use on my arm and leg to assist with the the recovery from San stroke. While it does what it says as far as moving the affected limbs only time will tell if it is effective	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
50	Ralph	Connecticut	02/07/2020	5	Great unit	Great unit with good intensity. Nice to find both tens and ems in a compact unit. Nice job, keep up the good work	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
51	Marica Delgado	Spokane Valley	02/04/2020	5	Ms	I recently purchased TENS & EMS Combo Unit and the electrode pads. and my wife and I love it. We both have multiple arthritises, including Ankalosing Spondylitis, fibromyalgia, lumbar fusion of 3 discs for her and 3 slipped discs for me, so this helps alot! It also was delivered quickly. The electrodes are of good quality and have lasted a long time, where in the past I used to just order from Amazon and those were so poorly made and had to be thrown out after just a couple of uses. I will definitely buy again from here and only here. Thank you!!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
52	Avis Thomas	Beverly, MA	01/16/2020	5	Ms	I have used my TENS unit several times and find it to be easy to use and very effective.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
53	Kimberly	Fort Worth	01/15/2020	5	mrs	very essay to use	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
54	Ron	Winston-Salem	01/09/2020	5	husband	I purchased this for my wife for Christmas.She uses it practically every day.She uses it at night when she reads before going to sleep.She also carries it with her to work and uses it while at the office.Really nice unit and very easy to travel with you.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
55	gazman01	Gainesville	01/05/2020	4	Great NMES Unit	Had a different brand from different supplier and it was not intense enough. The InTENSity III has been great for me anterior tibialis muscele regeneration after an anterior tibial nerve injury. All the NMES settings are perfect for my recovery and healing, especial the intensity. And much less expensive than what the PT facility wanted to charge me. This unity has helped my nerve and muscle recovery greatly. The only cons are that the instruction manual is lacking in clarity and that I can not turn the ramp feature off completely to do a one second on, one second off to time it to my walking. I would buy this unit again and I would recommend to a friend.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
56	Jillian	Bayonne	01/01/2020	5	Love this product	Love this product. It helps me	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
57	Mark Kirchner	Green Bay	12/24/2019	5	Very good product	I ordered this unit after finding out that I was going to pay almost 3 times this amount from a medical supply provider. So glad I found the exact same unit here at Tens Pro and saved myself so much money. Thank you for providing such excellent customer service also with the replacement case at no extra charge. I will definitely recommend this to anyone who needs this type of device.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
58	Joni	Monett	12/20/2019	5	Ms	I'm very pleased with how this TENS unit works. Much better than my first did.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
59	Reed Markee	Jensen Beach	12/17/2019	5	TENS & EMS Combo Unit	Amazing device, works perfectly! Also, this unit operates off power or a battery, a feature hard to find. You can not find a better device for the price!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
60	Brian	Belleville	12/13/2019	5	Great Product	The product itself is great quality. The interface is user friendly. The unit is great for acute pain as it will relieve symptoms immediately while using it. I would recommend this product.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
61	Greg	Missouri	12/02/2019	5	Chronic Pain Relief	"The InTENSity Twin Stim III is three time better than the last TENS/EMS unit I purchased off of Amazon. The Amazon was listed as the best OTC unit in multiple reviews.
InTENSity has the power and ranges that truely due provide for periods of relief. I took the unit to my physical therapist and he was impressed. He also took down the company contact info."	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
62	Trent	Huntingdon	11/08/2019	5	Great product	Everything I wanted and more at an amazing price. Thank you ??	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
63	Lorenzo	Texas	10/02/2019	5	Awesome product	Great powerful and helping me a lot love this 100%	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
64	Kathy	St Marys City	09/10/2019	2	Needs a better manual	Product is ok, directions for use are very poor and difficult to understand. Does not address starting a session properly, and it took me a long time to figure out how to turn it on.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
65	Stephanie	Pine	07/17/2019	5	Parent	We purchased this unit back in April for our adult daughter at the request of her OT to help with rehabilitating her left arm and hand. It has been a great tool for her! Now our son has need for the same reason and we purchased another for him. Glad this has been of benefit to our kids!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
66	Alden Gibbons	Louisville, Ky	07/17/2019	5	A second unit.	My wife and i are on disability and I have had a tens unit for 6 years. Now i got my wife one for her birthday. Too many times she needed it while i was using it. She loves it. Easy to use, and the case makes it nice for putting away.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
67	Dale	Solvang	06/10/2019	5	Great Unit	This is the exact unit used by the rehab hospital I was in. My O.T. from there have me some settings and it works great, what a quality unit!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
68	carmen	Florida	05/20/2019	5	inTenSity Combo Unit	love this tool. easy to use and effective	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
69	rick simmons	Massillon	02/27/2019	5	mr.	works great portable easy adjustable	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
70	(Verified Buyer) LMS	Ohio	01/27/2019	4	M	Bring great relief to my back. Easy to use. AA+++	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
71	Paul	MA	01/04/2019	5	Mr	I highly recommend this product.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
72	David	Athens, AL	12/26/2018	5	N/A	"Same unit as ""leased"" by my therapy center, so was used to using it. Liked it then, so opted to own my own for great saving at the very attractive sale price. It's a good addition to our home therapy equipment."	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
73	Barbara	Baltimore	10/19/2018	5	blue collar	Wonderful product! Glad I bought it and NO MORE batteries!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
74	Martha Tighe	Murrieta, Ca	10/12/2018	5	Mrs.	I purchased this for my daughter who is on a years bike tour and into the 9 th month. I haven't had a report back from her yet	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
75	Larry Bonelli	Franklin	10/08/2018	5	Mr	I actually already had a tens unit but was burning through the 9 volt batteries. This unit has a money saver (??) A C adapter & good price point ??	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
76	Pantherrilla	Atlanta	10/06/2018	5	Simply the best	This combo unit you cant beat the price it does what its intended for plus you get the power adapter so you can save on battery purchases...I love it	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
77	Irene	Maine	09/16/2018	5	Quality of Life	This little beauty has increased my quality of life. Not kidding. Degenerative discs in neck vertebrae and torn rotator cuff, no pain medications just this used in the evening before bed, when pain is the worst. Works better than drugs. Highly recommended.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
78	Alexandra Nawaz	Atlanta,Ga	09/05/2018	5	Ms	Recommended by my OT. Excellent little unit.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
79	Deborah	OH	08/28/2018	5	N/A	I love my TENS unit. Works great and gives me the relief needed.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
80	Jean	Fortwayne	08/26/2018	5	Miss	Works really great	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
81	Charles Smith	Scranton	08/19/2018	5	Operations Supervisor	2 thumbs way up!!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
82	linda brecher	Sedona	08/14/2018	5	retired	Works well. Hopefully it will help.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
83	Gary Barger	HERNANDO	07/29/2018	5	Master and Commander	Excellent product, easy to use, great communication	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
84	Van C	jersey city	07/19/2018	5	supervisor	THE BEST INVESTMENT - I hate taking risks with my money glad I did take one on this product :) thank you so much	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
85	Anthony r	Centerville	05/29/2018	5	Machine operator	Was amazed at the punch this little unit packs. Works very well and was a good investment. Comes in its specially designed case to keep it protected and nice and neat. A+	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
86	Ugur	BOSTON	05/08/2018	5	Cost-effective!	I bought this product after having been diagnosed with shoulder impingement. I use TENS for pain management, and EMS for strenghtening muscles around the shoulder. I have benefited appreciably. My physio confirmed that the parameters in a pretty acceptable range, and they do not have to be as sophisticated as their devices' have. I would recommend this product. I could add that the pads last more than 10 uses as long as they are applied over a precleaned skin.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
87	Ed	Tennessee	05/01/2018	5	It works for me!	"In the several weeks that I've owned the ""InTENSity Twin Stim III Digital TENS & EMS Combo Unit"" I've found it to be a very useful and high quality device. However, a few weeks after I bought it, I also bought a ""Twin Stim Plus 3rd Edition - 4 Channel Digital TENS, EMS, IF & Russian Unit"" and if you don't mind spending the extra money, you also get ""IF"" which I've found to be quite a bit better than just TENS alone. I highly recommend both units. The IF offers more pain relief than just the TENS but it requires at least 2 channels (4 electrodes) in a cross configuration, so depending on the location of the pain, you can't always use it but in most cases you can still use the TENS. If you have pain and haven't tried a TENS and/or IF unit... what are you waiting for?"	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
88	Edna Foster	California	04/03/2018	5	Ms	This product is perfect for those who had chronic pain of shoulders and knees. I seldom take pain pills since I used this product. It is also good to stimulate sagging muscles of abdomen as a result of pregnancy.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
89	Donna Metz	fayetteville	03/23/2018	3	Ms	Good overall, but the electrode pads could be better	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
90	Ed Koonce	Everett	03/07/2018	5	Dad	"GREAT Unit!!!
Shipping was very fast.
And the unit works GREAT....and with the AC adapter just makes it even better...
Thanks for the good services"	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
91	DH	California	12/30/2017	5	M	The Twim Stem III is amazing, works great, and easy to use.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
92	Donald McMahon	Kirkwood	12/29/2017	5	Mr	Item came as promised and works as described. very pleased with the tens intensity twin slim III.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
93	Jamie	Alabama	12/10/2017	5	Owner	Very nice unit and works great. Thank you	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
94	D smith	Tennessee	11/11/2017	5	Mr	Better unit than expected. Being able to adjust pulse and intensity are. To common features for a unit in this price range. Having an A/C adapter is also a bonus. Very happy with product!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
95	Ruth	Las vegas	11/02/2017	4	Nv	"So far this adds some instant reief. I'm please with my purchase.
The cords are easily tangled,kind of annoying but all in all worth the money
Buy extra pads as though after a few uses the don't stick well"	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
96	Heike McConnell	Bartow FL	10/18/2017	5	Mrs	I have chronic shoulder pain due to impingement and tendonitis, with occasional flare ups in pain. After using this product a few times my pain has been greatly reduced. The effectiveness of this TENS unit is comparable to what was used on me during physical therapy. I especially like that you can adjust the pair of electrodes independently with regard to intensity. I also chose this unit because you can both use AC power or batteries. This saves on batteries when I am using the unit at home while sitting on the couch.	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
97	Sherland Showers	Trinidad & Tobago	10/07/2017	5	Works great	Bought for my sis and only great reviews. Delivered in mint condition even during hurricane Irma season! I recommend this service!	InTENSity Twin Stim III Digital TENS & EMS Combo Unit + Free AC Adapter Included	https://www.tenspros.com/
